track_id,track_name,main_artist_name,duration_second
6jBNUlTbv3fyn5t4izsdMa,Again,YUI,255
1RujvyGPMWFGKAASzXmCpU,Cheap Queen,King Princess,161
4BbZUOXODM11LsM2styGaX,Sweetheart,Snail's House,121
08Thkgk1T0V8oCnQyFfmgd,Aimai na Kuchibiru,Hanako Oku,195
0ibhQJyObOOn2va4LjjpDC,Mantra,BOYO,144
0wBI0iW9HAcLi1d7tMYOsm,main actor,美波,331
494MhamirR5iEN0MnmknmH,Meet the Parents,Kim Petras,132
2U89gVbpMN80FvwECafcuB,lost and found,millennium parade,183
4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,Camila Cabello,226
4kraaWlwWmQndVBkWQ8eRO,We'll be alright,RADWIMPS,335
38VPKnanXWhNiv0NueMyh9,Melt 10th ANNIVERSARY MIX,ryo (supercell),305
1fdQPPVVm6EBbIL5D9aHHb,HYPE MODE,Reol,211
5uwZ2SFAJ2csvH2VyFoI2n,Ephemeral,ANTENA,261
3Q2xDJ1co8t2UqFw9Rm1Yk,Uma to Shika,Kenshi Yonezu,265
2NjO87HyT80fsgejd3PLYW,Dance To This (feat. Ariana Grande),Troye Sivan,231
3hwQj7u83altcxCt7NVt2s,Story Board,Mone Kamishiraishi,268
3Fj47GNK2kUF0uaEDgXLaD,wish you were gay,Billie Eilish,221
6B8gUB7PhCUDbCO0OiesrB,ノーチラス,ヨルシカ,240
1dGr1c8CrMLDpV6mPbImSI,Lover,Taylor Swift,221
5P8lyudWE7HQxb4ludLbEm,Renai Circulation,MONOGATARI Series,255
1OcBFgeDeGqeP5s4u3bQtJ,Key To Your Heart feat. Matt Cab,Celeina Ann,286
5Qlsugh2ZVlaOgPSHpI8D7,I'm Good,Wafia,217
6h1INlR5bOUOsmTH0cdkEH,Suddenly,Future Generations,215
0NZNtJar3qon6oVIR6XjIA,Same Thing (feat. Superorganism),Gen Hoshino,200
3S3DDZrPOYTirleXRyHnNM,イエスタデイ,Official HIGE DANdism,299
1fBq48F9L4L9PYwLv5SZ5d,空から降ってきた少女,All That Jazz,274
7zqsDgTydxCAvBMqkuEbO7,Butter Sugar Cream (feat. tsvaci),Tomggg,296
5VarZFY00sO54HErJ3TPCI,So Good At Being in Trouble,Unknown Mortal Orchestra,230
21z1GxeHjfD3qkaF5CgCTO,Silhouette,KANA-BOON,240
6V9fHiv84WlVTg7CSnIVY2,Graveyard,Halsey,181
1LTla3bbMwueS9LdCSCvy6,Last Scene,Ikimonogakari,361
7rHqkoLxlzcDrCPa6HpbsF,FREE YOUR MIND,flumpool,278
58dxGXavrcagRqA58fNB0Z,Pretender,Official HIGE DANdism,326
0tw4GLi5c36owjRA26mJf2,Overfly,Luna Haruna,267
2LchlSExS8BEfeORxPGPHf,See You Again (Outro),Snail's House,114
7wfQfnNFGWLD0BzcDngCRg,Money,Leikeli47,175
7yErEjRenGwBvdZrTNIJgv,FAKE/romance,CHIAKI SATO,200
4zdQmfTLWgGd5mAX4MUIaX,Turning Up,ARASHI,182
2iTMff0H6Mu20KQrJyd3Gq,stay gold,Momoiro Clover Z,214
7ursjrnHrsLoFO2uSYFVck,[Covered in White],Snail's House,283
0U9vBvoG3LN1PnuVl47E3W,ビンテージ,Official HIGE DANdism,252
29tzJGvqJPTAFs6LXmsHoA,R U Mine?,Arctic Monkeys,201
3mScGCzxiXA9OaHdBeuk7O,Crossing Field,LiSA,248
0Xcz0Q6uMq66GnXv7630Sm,雪の降る街で、あなたを待っている。,Snail's House,195
4fScMLlVGpFZMm1o30pJvQ,選ばれざる国民,Tokyo Incidents,251
0di0VGHbE3x0fHMX0OU5Ik,Can't Stop - triple j Like A Version,Hilltop Hoods,237
6Xxvdy1m9TX9HTxOzQcfuV,Grigio Girls,Lady Gaga,180
6TxR1dOpGwc83UJKXj546A,Lady (Hear Me Tonight),Modjo,274
79iUF1lDtcBWsxi7V4mkhl,Goodnight,Snail's House,149
4cTm3Ev9bUvy4ChJjB1nhl,Juicy,Doja Cat,199
1oR7VE2YJv3kT5XIa0MGMS,Sing,Goose house,260
4PSYobGLKAD4c1Jah8571x,見たくないもの,KANA-BOON,221
2vHlPm91LchCF25leZ4QgB,Pluie,Snail's House,214
3lB0GMiI5KxDbTOG8V3bOx,waves - Tame Impala Remix,Miguel,253
70aIi06FVnxG9FOecCSf8k,女神,POLKADOT STINGRAY,235
3DLql4G2JURPz84rrpDfnK,もののけ姫,All That Jazz,139
61NYmjDzHQkUBmm1PH5fc4,道,Taichi Mukai,231
2z8ErAmlD6RRs9tnJVOSAF,Seishunnante Iranaiwa,Sangatsu no Phantasia,230
6PNvv1dmDbOWrAYwEcuKBX,Criminal,Fiona Apple,341
023DWrHHWSjXF7cBJLFu4s,Darkroom,Ten Sleep,231
6X3FZtz4cKU2MKSQlGG9ZG,Bags,Clairo,260
0ophTl8mevsVgtH7V0XV0g,Negai,sumika,310
3PBKWXHVIcHtN64Oshbl7a,Unlasting,LiSA,295
5j7ixaLeGTGSv4DzKs0pCM,だから僕は音楽を辞めた,ヨルシカ,242
5E56VOqBWlLnFAqgQqdZeF,しゃぼん玉とあなたの夢,Snail's House,264
7p4vHnYXkxlzvfePJVpcTr,Feels Like Summer,Childish Gambino,297
5PLJ5otdjufJxfikUDejTM,Worst Nites,Foster The People,211
4mCwspCTPF1aoWUNxsS5aD,Hot Milk,Snail's House,246
1bZagCgAUi6dv2Zen6eMyA,toumeiseisai,YuNi,222
70sKIAQgaVN2zWEEyOpyMZ,All Night (BTS World Original Soundtrack) [Pt. 3],BTS,216
5QTFijKBM9oCO5vH744k7r,Daytrip,STEPHAN,144
5qmq61DAAOUaW8AUo8xKhh,Truth Hurts,Lizzo,173
0BxwLWELYVGKqzUGXJNmT7,Shame,Young Fathers,249
4wAHfAaREe5m3b2ED4f1ii,LIFE,YUI,241
1KuVdyg8d6NlRhbpHxg5UF,Social Cues,Cage The Elephant,219
1v1kAHWt1n9W0J2aE2APP0,Vivid Green,Snail's House,154
1JUxTt2bYpzcAfdpD44pnc,飛行艇,King Gnu,261
2O3bS4bnl3gaPs1NvX7pE4,feel,Kamome Sano,284
30bvAFA6MpijODXxvK9rP2,白銀,Eve,247
2EQWbkcNoKPOXQtJM7nqRV,My Song,Labi Siffre,284
1y3Ml1b1c4v3ZdpbWLKD1F,Fly High!!,BURNOUT SYNDROMES,244
6ZLvUEU1yWYETPrEGTj11E,Tranquility,SawanoHiroyuki[nZk]:Anly,284
3b0IUoTL3lEsp5Y4DbSIIb,"Violet Snow (From ""Violet Evergarden"")",Akano,160
68KMKHen3fHDgD8z1aBWCK,Hikoutei,King Gnu,261
7wa1cHqTRdjXZuqo4iigj1,Loser,Kenshi Yonezu,243
6y1jU3MtV2vdVfm5y7f9uo,Sunset Tea Cup,YUC'e,187
6ODZT1FGTE2q4two05giS1,新宝島,Sakanaction,302
6bpRzuHvZKUqF945XgiJSW,Obsessed,Hatchie,313
07s9NNOT0sZQp7TyolLLgu,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,216
2XpV9sHBexcNrz0Gyf3l18,Blue Bird,Ikimonogakari,215
7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,233
1AiEbhocGMg7Pxi1jdkkhN,Yozora (feat. Hazzie),miwa,311
56pvqFKGXPjubh5eY6sOlv,Is There Still Anything That Love Can Do?,RADWIMPS,414
6c9llTTjTcLgoHbKaJVw4f,六兆年と一夜物語,Kano,222
31wFi94buu7x6KeWFobOaW,Haiirotoao,Kenshi Yonezu,332
0PV1TFUMTBrDETzW6KQulB,93 'Til Infinity,Souls Of Mischief,286
2eifPgBmp3vpa3yNTXi0wy,春、恋桜。,majiko,290
4KYAbvr17eE9drfUqGhmvo,Adrenaline!!!,TrySail,274
3Tc57t9l2O8FwQZtQOvPXK,my strange addiction,Billie Eilish,179
6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),The Black Eyed Peas,221
0k664IuFwVP557Gnx7RhIl,Juice,Lizzo,195
3xgBxZxeDER973CYLIePOw,Đời,Suboi,186
2bTvNKT8bxyyPhzHu4A2Wx,Going up the Coast,Clay and Friends,174
7oJmIBxEAYjfkS7lhZ7M1S,Sometimes,Goth Babe,262
3Ln1U6W0D60vsepSYaj7LL,Marijuana,Awkwafina,125
5BbCTsFpRotDXwfdvnw6DI,きみの名前,藤川千愛,301
0rNc4sv0Yexj7YZMyE3ZAK,カントリーロード,All That Jazz,226
1gpwCQz5X2o0ednyk5UKlv,Millennium Queen,Approachable Members of Your Local Community,217
1lTfD2M6UpJRWi3YLb8qb5,Sakura,Ikimonogakari,353
0D2xguFRqCF0OUqXCkqrpU,Hard Sometimes,Ruel,269
5dVY1fyzwzZ3RvbGgtUElB,Bound To Lose,Electric Guest,223
3S2fC6wtCbc30hjIF0B4Cd,Shout It Out,Gabrielle Papillon,199
04wODYKrbLNe7LTOaOPX3i,"Sex, Drugs, Etc.",Beach Weather,196
6C1hGluh7veOo0kRQ4rr9K,Koibito tsunagi,CHiCO with HoneyWorks,278
7bELnYk2ahS8j9NUlpWCB9,I live in hope,kolme,268
6CsMd91gWWntqjZfXAScWe,夢灯籠,RADWIMPS,129
7B6qVUwrbQ21K5eSnINPvo,Medicine,Snail's House,254
5QMmZqzh93EY6gJG4PmzHA,Loner,YUNGBLUD,215
6j2FRXCedq17TLUbvc6eTf,it's Over,KOTONOHOUSE,281
2X485T9Z5Ly0xyaghN73ed,Let It Happen,Tame Impala,467
77lmDcPPyY6kK907gdgC6i,HANABI,Mr.Children,342
3d5YjouBb1NxZQySoaVmRx,Blue,Kobasolo,281
7KndJ6lFWOCcLrbelWrUmE,Happy If You're Happy,Matt and Kim,109
4Y6GIje3GErVRIq1Ff5BJq,Black Madonna,Cage The Elephant,226
2IukAS6kkQL9WZ0m9nn3LL,"[Waiting for You, Waiting for You.]",Snail's House,184
4hGrICtBJ99d1c9wQGT8jk,最終兵器、君,SCANDAL,233
4Jj31lihp5Nvdi4lFRjrqc,Machigaisagashi,Masaki Suda,223
63UNqAjFomMcZXc2InOxTC,TOO DEEP TO TURN BACK,Daniel Caesar,318
1dsh4buvcBs2u7YtHy29c7,ないものねだり,KANA-BOON,262
7a7EIFzJLd7lcDRgThMQgm,Wherever you are,ONE OK ROCK,295
6XRgC4KAp4upKu0v7H4tQo,Lo/Hi,The Black Keys,177
5Mp7atoJVZkKzsssKeCJKm,Stay!!!,millennium parade,197
57AHhOYub3uVyNiLvKpfC3,ミサキ,Milkoi,242
7aNW0M1R6eUnoXKpN2HncV,HEADY,Reaper,211
7to68V64Cu6zk0UDo5tyw3,Confidence,Ocean Alley,253
2x8evxqUlF0eRabbW2JBJd,Fluorescent Adolescent,Arctic Monkeys,183
3UjtIALeg72qmJiKPWBvM3,What You Know,Two Door Cinema Club,191
4oenJJ51gPuwNDMsaaTj6H,AM4:00,Tia,257
1nBnQCkaOPF1FK5VCH7ZM6,Chime,"Lucie,Too",130
3gCefOhZKaOghGoGwPvvrZ,Rio,Orangutang,272
5CD5oyc8bRX5bsLJqKqfnz,Let It Out,Miho Fukuhara,259
7Feaw9WAEREY0DUOSXJLOM,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,163
0QKmcZNAST4GytJYmkN05D,Sayonara Elegy,Masaki Suda,257
0j2ugdIy1YfJBWQmImgMwi,Michishirube,ASCA,223
2QUwwClOWsiUteYeZ3MczF,Sandman,BRONCHO,192
5BqwC9kOBbqYkzdOKeXFFk,for lovers who hesitate,Jannabi,265
5B6zDhhcEfmKmFWCUbbNQg,It's gonna be alright,braven,196
4WP2orSVpKRcPT39rXVtyg,傘,King Gnu,202
6IRdLKIyS4p7XNiP8r6rsx,all the good girls go to hell,Billie Eilish,168
7CmWXD3w1xOO53AAO4LRVQ,愛をこめて花束を,Superfly,295
2jZgzSxNSg1hTCq0ewWHGJ,Junk Of The Heart (Happy),The Kooks,187
4ATrjNUnSvzskzN3HF8cPR,Rising Hope,LiSA,253
7xetilhrLInlQpQBZwmwwT,Seventeen,Harukatomiyuki,273
0ggHt5jwwtMsWME2PDB6a0,Colors,FLOW,218
5ZiAYujs7k4C8ByqZX7n3A,再生,Perfume,283
2cKiHG16JBiqHdi7Llq0r7,マリーゴールド,Aimyon,306
6LsAAHotRLMOHfCsSfYCsz,If I Can't Have You,Shawn Mendes,190
1s0QbmRVJ6AK4ICc44tJtB,Dawn,Sayuri,315
0gHTs1ButNE0DQfix7EJln,Day by Day,lapix,236
0wpTQf1gSR0TkhlGkCx4zs,Imaginary Friends,Japanese Wallpaper,213
23atyJacJVHvB9RHBNhr35,小さな恋のうた,MONGOL800,222
4s6ZktLNLZnk1osl3Vf1ZO,Koi,androp,274
0ve9Tpz8Yw0I4eXhWsy21o,ワタリドリ,[ALEXANDROS],248
5YsECBNra5iDJAr7xrnW6f,Resolution,SAFIA,241
2igRi4SLvLCGrL5SGcNhv3,Hammock,Millionyoung,183
1ihCiJaXRl4f6Sy4LJov5z,チェリー,SPITZ,259
70aABapNin4k4NysAOX7w4,なんでもないや - movie ver.,RADWIMPS,344
1WDVZNals95SINqXbGPHgs,Fake Sugar,Beth Ditto,209
2cBVXCi2n4VztEzq25HoA7,LONELY NIGHTS,tofubeats,236
33V2KhqgFWwpxwc5cuUDKf,Cave In,Owl City,242
5Cz3z2cS7vOafvQHgxbOjn,Before I Let Go - Edit/Remastered,Maze,234
6i0fTW5JGeJL4MApkXT0ZQ,Early Days,Rin Akatsuki,253
0ssEfLe9aqPhMmLXKqBw6J,ハッピーエンド,back number,314
0tByDZgQzoNfFFmpgleB0s,10/10,Rex Orange County,146
43mKQtG46XBMXZokbNMlxA,There's No Ending,RUANN,210
4KtwP9pouRclxe8gLYu1r6,君をのせて,All That Jazz,179
27a8YkCwNUHuD28rmYegHq,Boku Ga Shinou To Omottanowa,Mika Nakashima,380
5EYi2rH4LYs6M21ZLOyQTx,Loving Is Easy,Rex Orange County,155
7H5uStZMOGpcVw7eW0eyTi,トリコ,Nissy,232
6d0TVTJwlQ955ME8LSC2YT,愛は花、君はその種子,All That Jazz,228
1sIIlVrnPhrvmTrHtzM7tV,点描の唄,Mrs. GREEN APPLE,307
1V9fhEM1WBJuwdrmRFrxIo,stereo future,BiSH,272
27iksNpaur1CcH0w8703by,Shinzo wo Sasageyo! - TV Size,Linked Horizon,90
29RAzfejW1O69okBQXibca,優しいあの子,SPITZ,204
0mNO3xUzjsI17GXO1DRFCH,Hakujitsu,King Gnu,274
1bDhyatKhfhadf1lT8P3Q2,Détour,Snail's House,407
5p7QDNLSLGm41ZbH7DCsph,Happy Go Ducky!,the pillows,189
0MSlj5eurT0ShXo97C662u,Restless,Allday,192
1ykOeUtodWGBx6aoXi7rcS,Her Blue Sky,Aimyon,304
5P8ZvBQoCrujjNcLAxO3Su,クリスマスソング,back number,340
21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,215
3e6ZO9yC53nI00YerRJhI4,Kazenouta,FLOW,260
1BDeoGW3PQxdrAfSgwmT4H,7 Days Til Sunday,TV Girl,215
7ps6ClbeI58KMAp0bS26Pn,Sayonara Invader,Yunomi,236
5bHFXKCgekLxBXzu0s867W,恋い雪,SILENT SIREN,313
0Ma58HrmhNi0UrOCnAXXBt,Inappropriate Behaviour,Lime Cordiale,253
5Z8HZM6iQMhhqyPcCGY5g9,Hot (feat. Gunna),Young Thug,193
2NbffhNltorifsuY5doB1l,Don't Hurt Yourself - Homecoming Live,Beyoncé,256
2JgDFsdlqZBTemRStMULWs,Thug It Out,TT The Artist,221
0NlpoC1PwAVsIhoIDyS8Zu,あの夏へ,All That Jazz,267
52ziOY0XQ29yVXLlfKDEWR,Farewell,Snail's House,275
75Zpjih9P2IvyKYRgMcx5B,風の伝説,All That Jazz,214
2wvjGSWamFfhDgl2d04qBV,君じゃなきゃダメみたい,Masayoshi Oishi,231
33pwg9lHApKmNoh1Qp3zcb,週刊少年ゾンビ,Cidergirl,251
0JxsibuxzDijNdlWTlMQ3v,あなたに,高木さん(CV:高橋李依),194
0tDeqGP6fLQDg84UY45XkG,"Too Proud featuring XZT, Suboi, EK (L1 Remix)",Hikaru Utada,259
4pILlUSO0PQfQuei5MIIjK,ラ・ム・ネ,Snail's House,214
0rLWMAtGkJibmsb3z52CMz,Before I Let Go,Maze,431
3xEK8gbOWZKJYNAHaUIReE,Trip the Mains,Methyl Ethel,229
07NE8Em6ofFaB2nWyAoVPi,Mystery Girl,Housecall,176
3wt1ISMj7uwSSXnxDd9dAu,となりのトトロ,All That Jazz,209
034c3CHMQ2STRC6GPXXhl6,ニルバナ,Tia,264
1htJGL473Dub5QGKecXi9R,Datte Atashino Hero,LiSA,234
0hxcmfs56A4c4mLnqxhLGE,Clair De Lune,Flight Facilities,459
59eluCMn0XbOWqeWQ91FTM,君はロックを聴かない,Aimyon,246
3wJHCry960drNlAUGrJLmz,ただ君に晴れ,ヨルシカ,198
1YgKxDD03H5WNfa8kfqORe,Fire & Grace,Hilltop Hoods,229
3RavoCAj1okxURYmvkSlma,Floria,Tomohisa Sako,268
4FSm0Ca6Hzd7Vx7TpSfcSy,Arabella,Arctic Monkeys,207
6172V5Gr41GDj0wTvts8CB,Real Thing,Middle Kids,190
5HvEN9mS0QXklTcYIzSTsl,New Tide,Mo Lowda & the Humble,291
6g93YtKKHU2H1qIqhLIL0Y,Kataomoi,Aimer,207
27aGlicHJKf5QY20looYlR,F You I Love You (feat. Teyana Taylor),KYLE,236
1c5iUY7Zg1SxtROg1yr5ad,Better in Blak,Thelma Plum,192
57vxBYXtHMk6H1aD29V7PU,Heartless,The Weeknd,200
3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),Ed Sheeran,219
6eDfe957aV4sqGnDhlSikJ,Drive Safe,Rich Brian,240
2vOAHp8PBBFYqvQUWSoITY,インフェルノ,Mrs. GREEN APPLE,211
32zkKx35Et6A515oZKxDkD,Life Itself,Glass Animals,281
6Re7JDG2lRM12jE6DMhYFu,うつらうつら,Snail's House,263
2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,Tones and I,209
7GYGVDPbi0zQUBIkuOPAY0,ハルノヒ,Aimyon,326
45jGOHwYKgsRYbAJ8DR61d,ひまわりの約束,Motohiro Hata,308
0GTGTItefvKsfVrzaS5WZv,Letter,SHE'S,260
5TIMNeqGc26Ohw0yfcAfGB,No Regret,wacci,304
2QNn9sDw39RNNJedma1ZYa,Silence,n-buna,227
4aT6vP9y2eDjxmRGm5ZqSC,Location Unknown ◐ - Brooklyn Session,HONNE,328
6KBYefIoo7KydImq1uUQlL,Bodak Yellow,Cardi B,223
4uqQf7hIp6l9OdCtJ97E22,Blackout Control,Spendtime Palace,181
0GSs0GV34KX7KCpLw9tWjk,Go!!!,FLOW,239
2kR3bN6BhWBUkh52fioVjt,Adolescent,Jack River,164
7tGDXCPLpAScEwmqab9YZd,Walking with you,Novelbright,223
4HG1YiGBseVKzjyKcmAJen,Summer Games,Drake,247
44CZRkOxv7UItaAUmh8PgN,Doses & Mimosas,Cherub,323
6i9zEps9EdkonvPgiietJb,Disarm,Empire of the Sun,231
4toGhOrpjQfweDT9flB5iq,We'll Be Alright (Movie Edit),RADWIMPS,258
487y2ZkHO1HsKLw6qDpaL7,Ordinary Man,Monkey Majik,240
48f3mSkbXUCiF511cKkOok,秘密基地,Snail's House,196
6fmowbDHpvQ1qw7lp22Xhi,前前前世 - movie ver.,RADWIMPS,284
0C4bx13JIMSWOAxd8TaoVq,Under the Graveyard,Ozzy Osbourne,297
5MZQIjtghyFc4sMVUzD7MD,Kickback,Omar Apollo,171
3cphb8kdsjElYR7r5icK3H,Nice To Meet Ya,Niall Horan,158
3hBAYbAECEix9raaTq8S3H,ヒロイン,back number,269
0Hrd6CSafHHqKptyFppmqH,Undercover Martyn,Two Door Cinema Club,167
7wMOqgZHfbnWdcCjWs3Bjm,Fizzy Resort,Snail's House,212
52Sw2hgAHMQzBrC0CqhiJK,Kiseki,Uru,285
4Sib57MmYGJzSvkW84jTwh,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,193
3LE1h5nCGT2sr9Mu9BaCHu,Wakusei Rabbit,Yunomi,201
2ydYMwYFgCI8updFN8B8pU,君の大事にしてるもの,SHISHAMO,299
0IrfTmWz97ZoKbBICyslv9,Teenager Forever,King Gnu,189
414N9D2GBfK7dsGGhbnuDJ,さんぽ,All That Jazz,164
6cJyNd9dx9U8uYhy3r9WPK,when the party's over - triple j Like A Version,Cub Sport,213
5Y7N4lIY5G1zX3miUBJLLg,Drink Too Much,G Flip,220
0vRJeGO4lMFiCaOsUvgDp1,ちっとも知らなかった,NakamuraEmi,307
5aEHX6BZHzjI8h9zZNcskZ,Don't you want me,PSYQUI,284
4caEaddRaVoR5M666RLsmt,Night Fog,Camellia,297
3ApAsbQP7d5GlFwwdExaTY,Poplar St,Glass Animals,262
5pebAl4PEt8XjL6IaZbeX4,永遠はきらい,Mone Kamishiraishi,245
6KKHXbJtnJPjla3V49YPac,"Prune, You Talk Funny",Gus Dapperton,212
3gEoKDn0uhb9qqLwC16tly,Everybody Wants To Rule The World,Weezer,244
0rLzyBecRbTpnBWvMtPVFR,Get Right,Jennifer Lopez,225
6Ozh9Ok6h4Oi1wUSLtBseN,BOP,DaBaby,159
2drEUEg0TYQR6dDEHkpuPE,Patience,Tame Impala,292
290xSzR8Ee9fm82poMg4od,Used to Be in Love,The Jungle Giants,222
1gpf3pdVzFH6yLQbCPZTsU,Girls Like Me,yergurl,165
2DoO0sn4SbUrz7Uay9ACTM,Tailwhip,Men I Trust,225
797ptEfr7sp2QyZ33aJcfC,Walking on Snow,Snail's House,105
7wpskHdkwk2D5qREMkoL7J,あふれる光,moumoon,231
0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,Joji,209
5BoDFGTXZ8j5muc6Sb2jMz,Lava,Still Woozy,157
3JrxNi0sQ1Lnx8eGonp3Ma,にじいろ,ayaka,224
79esEXlqqmq0GPz0xQSZTV,Lost In Japan,Shawn Mendes,201
0u7aRGM7YmvtsmG5NSrNsO,Feel Special,TWICE,206
4KiRfwOgFsCoyzwIoORtof,うれし涙 - Acoustic Version,MACO,312
0wDXtaAKfzdDYUqL3iQ2Jw,Diver,KANA-BOON,272
3rq5w4bQGigXOfdN30ATJt,Do I Wanna Know?,Arctic Monkeys,272
4i0FP1BQkdPQ73juQAT2QH,いつも何度でも,All That Jazz,229
2zoNNEAyPK2OGDfajardlY,Rushing Back,Flume,231
1hi0P1Y2he1p09xnUccuAN,Sign,FLOW,236
41CJRxFYadXJgUxsjTkCIn,今ここで逢えたら,Vickeblanka,264
5z4fiEjLBLPGXF3Zk2PF3g,罪と罰,Sheena Ringo,332
0xPHALeBb3aLEZrj0T0R2P,Sayonara Memory,7!!,221
6kQ9Os7x5LJ2jLHb8VWKaa,Ninelie (with chelly),Aimer,261
7v6BEwl74qlnPi9W9nziHh,[Fluttering],Snail's House,256
3i2JVOiabbQSFlCKQW4UgL,ひまわりの約束 feat.春茶,Kobasolo,305
1lijFy2W01WbkhMc9AWF53,Sentimental Love,mimimemeMIMI,280
4GisTcIbX4OLuTqduQYtxW,テルーの唄,All That Jazz,305
5pAbCxt9e3f81lOmjIXwzd,Be Honest (feat. Burna Boy),Jorja Smith,207
0k4yUonDEAqoIw3xL2XMVC,Better Apart (feat. Dresage),Jai Wolf,234
3QmolSZqjjLksTUvZJ6pPS,Cool,Jonas Brothers,167
4dmX8kOAKPADiVVNpLMnbE,Back-to-back (feat. Akane),Kobasolo,294
45dD9G6V7rJSuVeemdcVO2,Get in My Car,BRONCHO,214
